DOID	DIAGNOSIS_CD	category	detail
DOID:0060792	G11.1	G11	1
DOID:0060793	G37.8	G37	8
DOID:0060794	G11.1	G11	1
DOID:0060797	G11.1	G11	1
DOID:0060798	E75.2	E75	2
DOID:0060802	Q87.8	Q87	8
DOID:0060804	Q87.8	Q87	8
DOID:0060807	Q04.3	Q04	3
DOID:0060809	Q87.8	Q87	8
DOID:0060810	G25.5	G25	5
DOID:0060811	Q87.8	Q87	8
DOID:0060813	Q87.8	Q87	8
DOID:0060816	Q87.8	Q87	8
DOID:0060820	Q87.8	Q87	8
DOID:0060822	Q87.8	Q87	8
DOID:0060823	F72	F72	
DOID:0060824	Q87.8	Q87	8
DOID:0060826	Q87.8	Q87	8
DOID:0060827	F71.1	F71	1
DOID:0060830	Q87.8	Q87	8
DOID:0060831	E70.3	E70	3
DOID:0060835	Q11.0	Q11	0
DOID:0060836	Q11.0	Q11	0
DOID:0060837	Q15.8	Q15	8
DOID:0060838	Q11.0	Q11	0
DOID:0060839	Q11.0	Q11	0
DOID:0060840	Q11.0	Q11	0
DOID:0060841	Q11.0	Q11	0
DOID:0060842	Q11.0	Q11	0
DOID:0060856	Q20.6	Q20	6
DOID:0060858	E72.0	E72	0
DOID:0060859	A02.0	A02	0
DOID:0060861	Q87.2	Q87	2
DOID:0060862	Q82.8	Q82	8
DOID:0060863	H35.5	H35	5
DOID:0060868	E75.2	E75	2
DOID:0060871	Q80.8	Q80	8
DOID:0060872	E23.0	E23	0
DOID:0060873	E23.0	E23	0
DOID:0060874	E23.0	E23	0
DOID:0060875	E23.0	E23	0
DOID:0060879	E83.4	E83	4
DOID:0060880	E83.4	E83	4
DOID:0060882	E83.4	E83	4
DOID:0060883	E83.4	E83	4
DOID:0060884	E83.4	E83	4
DOID:0060885	E83.4	E83	4
DOID:0060888	D47.7	D47	7
DOID:0060889	Q79.4	Q79	4
DOID:0060890	E24.3	E24	3
DOID:0060891	G20	G20	
DOID:0060895	G20	G20	
DOID:0060896	G20	G20	
DOID:0060911	N11.8	N11	8
DOID:0060936	G24.8	G24	8
DOID:0070111	E75.2	E75	2
DOID:0070112	E75.2	E75	2
DOID:0070113	E75.2	E75	2
DOID:0070114	E75.2	E75	2
DOID:0070115	Q61.9	Q61	9
DOID:0070116	Q61.9	Q61	9
DOID:0070117	Q61.9	Q61	9
DOID:0070118	Q61.9	Q61	9
DOID:0070119	Q61.9	Q61	9
DOID:0070120	Q61.9	Q61	9
DOID:0070122	Q61.9	Q61	9
DOID:0070123	E03.1	E03	1
DOID:0070124	E03.1	E03	1
DOID:0070125	E03.1	E03	1
DOID:0070126	E03.1	E03	1
DOID:0070127	E03.1	E03	1
DOID:0070128	E03.1	E03	1
DOID:0070129	Q82.8	Q82	8
DOID:0070130	Q82.8	Q82	8
DOID:0070131	Q82.8	Q82	8
DOID:0070132	Q82.8	Q82	8
DOID:0070133	Q82.8	Q82	8
DOID:0070134	Q82.8	Q82	8
DOID:0070135	Q82.8	Q82	8
DOID:0070136	Q82.8	Q82	8
DOID:0070137	Q82.8	Q82	8
DOID:0070138	Q82.8	Q82	8
DOID:0070140	Q82.8	Q82	8
DOID:0070141	Q82.8	Q82	8
DOID:0070142	Q82.8	Q82	8
DOID:0070149	G60.8	G60	8
DOID:0070151	G60.8	G60	8
DOID:0070158	G60.8	G60	8
DOID:0070247	G71.0	G71	0
DOID:0070317	E51.12	E51	12
DOID:0070318	E51.11	E51	11
DOID:0070320	L74.2	L74	2
DOID:0070321	L74.1	L74	1
DOID:0070620	Q93.2	Q93	2
DOID:0080092	G71.0	G71	0
DOID:0080094	G71.0	G71	0
DOID:0080174	Q64.10	Q64	10
DOID:0080176	A39.0	A39	0
DOID:0080177	K76.5	K76	5
DOID:0080179	G00.0	G00	0
DOID:0080210	C85.2	C85	2
DOID:0080217	E75.5	E75	5
DOID:0080350	H35.5	H35	5
DOID:0080351	Q87.3	Q87	3
DOID:0080410	D12.6	D12	6
DOID:0080474	L40.1	L40	1
DOID:0080544	D80.5	D80	5
DOID:0080740	M32.11	M32	11
DOID:0080784	N39.0	N39	0
DOID:0080933	E85.81	E85	81
DOID:0080936	E85.3	E85	3
DOID:0090001	Q87.0	Q87	0
DOID:0090003	G60.0	G60	0
DOID:0090004	Q77.7	Q77	7
DOID:0090005	G71.1	G71	1
DOID:0090006	Q60.4	Q60	4
DOID:0090007	D84.8	D84	8
DOID:0090008	D84.8	D84	8
DOID:0090009	D84.8	D84	8
DOID:0090010	D84.8	D84	8
DOID:0090011	D84.8	D84	8
DOID:0090012	D81.1	D81	1
DOID:0090013	D81.1	D81	1
DOID:0090014	D81.2	D81	2
DOID:0090015	Q78.4	Q78	4
DOID:0090016	D46.7	D46	7
DOID:0090017	Q81.0	Q81	0
DOID:0090018	E85.0	E85	0
DOID:0090021	Q71.6	Q71	6
DOID:0090024	Q87.2	Q87	2
DOID:0090029	E85.0	E85	0
DOID:0090030	E27.8	E27	8
DOID:0090031	E71.3	E71	3
DOID:0090032	Q77.7	Q77	7
DOID:0090034	G24.1	G24	1
DOID:0090037	G24.1	G24	1
DOID:0090038	G24.1	G24	1
DOID:0090039	G24.1	G24	1
DOID:0090041	G24.1	G24	1
DOID:0090042	G24.1	G24	1
DOID:0090043	G24.1	G24	1
DOID:0090044	G24.8	G24	8
DOID:0090045	G24.8	G24	8
DOID:0090046	G24.1	G24	1
DOID:0090047	G24.8	G24	8
DOID:0090048	G24.1	G24	1
DOID:0090049	G24.8	G24	8
DOID:0090050	G24.1	G24	1
DOID:0090051	G24.8	G24	8
DOID:0090052	G24.8	G24	8
DOID:0090053	G24.8	G24	8
DOID:0090054	G24.8	G24	8
DOID:0090055	G24.1	G24	1
DOID:0090056	G24.1	G24	1
DOID:0090057	G24.1	G24	1
DOID:0090058	G24.1	G24	1
DOID:0090060	E13	E13	
DOID:0090061	L50.2	L50	2
DOID:0090062	L50.2	L50	2
DOID:0090064	L50.2	L50	2
DOID:0090065	L50.2	L50	2
DOID:0090067	Q74.8	Q74	8
DOID:0090070	E23.0	E23	0
DOID:0090071	E23.0	E23	0
DOID:0090072	E23.0	E23	0
DOID:0090073	E23.0	E23	0
DOID:0090074	E23.0	E23	0
DOID:0090075	E23.0	E23	0
DOID:0090076	E23.0	E23	0
DOID:0090077	E23.0	E23	0
DOID:0090078	E23.0	E23	0
DOID:0090079	E23.0	E23	0
DOID:0090080	E23.0	E23	0
DOID:0090081	E23.0	E23	0
DOID:0090082	E23.0	E23	0
DOID:0090083	E23.0	E23	0
DOID:0090084	E23.0	E23	0
DOID:0090085	E23.0	E23	0
DOID:0090086	E23.0	E23	0
DOID:0090087	E23.0	E23	0
DOID:0090088	E23.6	E23	6
DOID:0090089	E23.0	E23	0
DOID:0090090	E23.0	E23	0
DOID:0090091	Q56.1	Q56	1
DOID:0090092	E23.0	E23	0
DOID:0090093	E23.0	E23	0
DOID:0090094	E23.0	E23	0
DOID:0090100	E70.3	E70	3
DOID:0090101	E74.0	E74	0
DOID:0090101	G73.6	G73	6
DOID:0090102	D69.4	D69	4
DOID:0090103	G10	G10	
DOID:0090104	G10	G10	
DOID:0090105	E78.0	E78	0
DOID:0090109	E20.8	E20	8
DOID:0090110	E31.0	E31	0
DOID:0090111	E75.2	E75	2
DOID:0090113	D82.8	D82	8
DOID:0090115	G60.2	G60	2
DOID:0090116	Q76.4	Q76	4
DOID:0090122	E30.1	E30	1
DOID:0090126	E71.1	E71	1
DOID:0090129	E71.3	E71	3
DOID:0090130	Q04.8	Q04	8
DOID:0090137	Q04.3	Q04	3
DOID:0090143	Q76.3	Q76	3
DOID:0110005	H35.5	H35	5
DOID:0110016	H35.5	H35	5
DOID:0110029	D56.0	D56	0
DOID:0110030	D56.0	D56	0
DOID:0110031	D56.0	D56	0
DOID:0110035	G30	G30	
DOID:0110037	G30	G30	
DOID:0110038	G30	G30	
DOID:0110039	G30	G30	
DOID:0110041	G30	G30	
DOID:0110043	G30	G30	
DOID:0110044	G30	G30	
DOID:0110045	G30	G30	
DOID:0110046	G30	G30	
DOID:0110047	G30	G30	
DOID:0110048	G30	G30	
DOID:0110052	K00.5	K00	5
DOID:0110053	K00.5	K00	5
DOID:0110054	K00.5	K00	5
DOID:0110055	K00.5	K00	5
DOID:0110056	K00.5	K00	5
DOID:0110057	K00.5	K00	5
DOID:0110058	K00.5	K00	5
DOID:0110059	K00.5	K00	5
DOID:0110060	K00.5	K00	5
DOID:0110061	K00.5	K00	5
DOID:0110062	K00.5	K00	5
DOID:0110063	K00.5	K00	5
DOID:0110064	K00.5	K00	5
DOID:0110065	K00.5	K00	5
DOID:0110066	K00.5	K00	5
DOID:0110070	I42.8	I42	8
DOID:0110070	Q24.8	Q24	8
DOID:0110072	I42.8	I42	8
DOID:0110073	I42.8	I42	8
DOID:0110074	I42.8	I42	8
DOID:0110075	I42.8	I42	8
DOID:0110076	I42.8	I42	8
DOID:0110077	I42.8	I42	8
DOID:0110078	H35.5	H35	5
DOID:0110079	H35.5	H35	5
DOID:0110080	H35.5	H35	5
DOID:0110081	I42.8	I42	8
DOID:0110082	I42.8	I42	8
DOID:0110083	I42.8	I42	8
DOID:0110084	I42.8	I42	8
DOID:0110085	Q77.2	Q77	2
DOID:0110086	Q77.2	Q77	2
DOID:0110087	Q77.2	Q77	2
DOID:0110088	Q77.2	Q77	2
DOID:0110089	Q77.2	Q77	2
DOID:0110090	Q77.2	Q77	2
DOID:0110091	Q77.2	Q77	2
DOID:0110091	Q87.5	Q87	5
DOID:0110092	Q77.2	Q77	2
DOID:0110093	Q77.2	Q77	2
DOID:0110094	Q77.2	Q77	2
DOID:0110095	Q77.2	Q77	2
DOID:0110096	Q04.3	Q04	3
DOID:0110097	Q87.5	Q87	5
DOID:0110106	Q21.1	Q21	1
DOID:0110107	Q21.1	Q21	1
DOID:0110108	Q21.1	Q21	1
DOID:0110109	Q21.1	Q21	1
DOID:0110110	Q21.1	Q21	1
DOID:0110111	Q21.1	Q21	1
DOID:0110112	Q21.1	Q21	1
DOID:0110113	Q21.1	Q21	1
DOID:0110114	Q21.1	Q21	1
DOID:0110115	D47.9	D47	9
DOID:0110116	D47.9	D47	9
DOID:0110117	D72.8	D72	8
DOID:0110118	H35.5	H35	5
DOID:0110120	Q13.8	Q13	8
DOID:0110121	Q13.8	Q13	8
DOID:0110122	Q13.8	Q13	8
DOID:0110123	Q87.89	Q87	89
DOID:0110124	Q87.89	Q87	89
DOID:0110125	Q87.89	Q87	89
DOID:0110126	Q87.89	Q87	89
DOID:0110127	Q87.89	Q87	89
DOID:0110128	Q87.89	Q87	89
DOID:0110129	Q87.89	Q87	89
DOID:0110130	Q87.89	Q87	89
DOID:0110131	Q87.89	Q87	89
DOID:0110132	Q87.89	Q87	89
DOID:0110133	Q87.89	Q87	89
DOID:0110134	Q87.89	Q87	89
DOID:0110135	Q87.89	Q87	89
DOID:0110136	Q87.89	Q87	89
DOID:0110137	Q87.89	Q87	89
DOID:0110138	Q87.89	Q87	89
DOID:0110139	Q87.89	Q87	89
DOID:0110140	Q87.89	Q87	89
DOID:0110141	Q87.89	Q87	89
DOID:0110142	E26.8	E26	8
DOID:0110143	E26.8	E26	8
DOID:0110144	E26.8	E26	8
DOID:0110145	E26.8	E26	8
DOID:0110146	E26.8	E26	8
DOID:0110147	E26.8	E26	8
DOID:0110148	G60.0	G60	0
DOID:0110149	G60.0	G60	0
DOID:0110150	G60.0	G60	0
DOID:0110151	G60.0	G60	0
DOID:0110152	G60.0	G60	0
DOID:0110153	G60.0	G60	0
DOID:0110154	G60.0	G60	0
DOID:0110155	G60.0	G60	0
DOID:0110156	G60.0	G60	0
DOID:0110157	G60.0	G60	0
DOID:0110158	G60.0	G60	0
DOID:0110159	G60.0	G60	0
DOID:0110160	G60.0	G60	0
DOID:0110161	G60.0	G60	0
DOID:0110163	G60.0	G60	0
DOID:0110164	G60.0	G60	0
DOID:0110165	G60.0	G60	0
DOID:0110166	G60.0	G60	0
DOID:0110167	G60.0	G60	0
DOID:0110168	G60.0	G60	0
DOID:0110169	G60.0	G60	0
DOID:0110170	G60.0	G60	0
DOID:0110173	G60.0	G60	0
DOID:0110174	G60.0	G60	0
DOID:0110175	G60.0	G60	0
DOID:0110177	G60.0	G60	0
DOID:0110179	G60.0	G60	0
DOID:0110182	G60.0	G60	0
DOID:0110183	G60.0	G60	0
DOID:0110184	G60.0	G60	0
DOID:0110185	G60.0	G60	0
DOID:0110186	G60.0	G60	0
DOID:0110187	G60.0	G60	0
DOID:0110188	H35.5	H35	5
DOID:0110189	H35.5	H35	5
DOID:0110190	G60.0	G60	0
DOID:0110191	G60.0	G60	0
DOID:0110192	G60.0	G60	0
DOID:0110193	G60.0	G60	0
DOID:0110194	G60.0	G60	0
DOID:0110195	G60.0	G60	0
DOID:0110196	G60.0	G60	0
DOID:0110197	G60.0	G60	0
DOID:0110198	G60.0	G60	0
DOID:0110199	G60.0	G60	0
DOID:0110200	G60.0	G60	0
DOID:0110202	G60.0	G60	0
DOID:0110203	G60.0	G60	0
DOID:0110204	G60.0	G60	0
DOID:0110205	G60.0	G60	0
DOID:0110206	G60.0	G60	0
DOID:0110207	G60.0	G60	0
DOID:0110208	G60.0	G60	0
DOID:0110209	G60.0	G60	0
DOID:0110210	G60.0	G60	0
DOID:0110211	G60.0	G60	0
DOID:0110212	G60.0	G60	0
DOID:0110213	Q35.1	Q35	1
DOID:0110213	Q35.3	Q35	3
DOID:0110213	Q35.5	Q35	5
DOID:0110213	Q35.7	Q35	7
DOID:0110213	Q35.9	Q35	9
DOID:0110214	Q35.3	Q35	3
DOID:0110215	H35.5	H35	5
DOID:0110216	H35.5	H35	5
DOID:0110217	H35.5	H35	5
DOID:0110218	I49.8	I49	8
DOID:0110219	I49.8	I49	8
DOID:0110220	I49.8	I49	8
DOID:0110221	I49.8	I49	8
DOID:0110222	I49.8	I49	8
DOID:0110223	I49.8	I49	8
DOID:0110224	I49.8	I49	8
DOID:0110225	I49.8	I49	8
DOID:0110226	I49.8	I49	8
DOID:0110227	Q12.0	Q12	0
DOID:0110228	Q12.0	Q12	0
DOID:0110229	Q12.0	Q12	0
DOID:0110230	Q12.0	Q12	0
DOID:0110231	Q12.0	Q12	0
DOID:0110232	Q12.0	Q12	0
DOID:0110233	Q12.0	Q12	0
DOID:0110234	Q12.0	Q12	0
DOID:0110235	Q12.0	Q12	0
DOID:0110236	Q12.0	Q12	0
DOID:0110237	Q12.0	Q12	0
DOID:0110238	Q12.0	Q12	0
DOID:0110239	Q12.0	Q12	0
DOID:0110240	Q12.0	Q12	0
DOID:0110241	Q12.0	Q12	0
DOID:0110242	Q12.0	Q12	0
DOID:0110243	Q12.0	Q12	0
DOID:0110245	Q12.0	Q12	0
DOID:0110246	Q12.0	Q12	0
DOID:0110248	Q12.0	Q12	0
DOID:0110249	Q12.0	Q12	0
DOID:0110250	Q12.0	Q12	0
DOID:0110251	Q12.0	Q12	0
DOID:0110252	Q12.0	Q12	0
DOID:0110253	Q12.0	Q12	0
DOID:0110254	Q12.0	Q12	0
DOID:0110255	Q12.0	Q12	0
DOID:0110256	Q12.0	Q12	0
DOID:0110257	Q12.0	Q12	0
DOID:0110258	Q12.0	Q12	0
DOID:0110259	Q12.0	Q12	0
DOID:0110260	Q12.0	Q12	0
DOID:0110261	Q12.0	Q12	0
DOID:0110262	Q12.0	Q12	0
DOID:0110263	Q12.0	Q12	0
DOID:0110264	Q12.0	Q12	0
DOID:0110265	Q12.0	Q12	0
DOID:0110266	Q12.0	Q12	0
DOID:0110267	Q12.0	Q12	0
DOID:0110268	Q12.0	Q12	0
DOID:0110269	Q12.0	Q12	0
DOID:0110270	Q12.0	Q12	0
DOID:0110271	Q12.0	Q12	0
DOID:0110272	Q12.0	Q12	0
DOID:0110273	G71.0	G71	0
DOID:0110274	G71.0	G71	0
DOID:0110275	G71.0	G71	0
DOID:0110276	G71.0	G71	0
DOID:0110277	G71.0	G71	0
DOID:0110278	G71.0	G71	0
DOID:0110279	G71.0	G71	0
DOID:0110280	G71.0	G71	0
DOID:0110281	G71.0	G71	0
DOID:0110282	G71.0	G71	0
DOID:0110283	G71.0	G71	0
DOID:0110284	G71.0	G71	0
DOID:0110285	G71.0	G71	0
DOID:0110287	G71.0	G71	0
DOID:0110289	G71.0	G71	0
DOID:0110291	H35.5	H35	5
DOID:0110292	G71.0	G71	0
DOID:0110293	G71.0	G71	0
DOID:0110294	G71.0	G71	0
DOID:0110295	G71.0	G71	0
DOID:0110296	G71.0	G71	0
DOID:0110297	G71.0	G71	0
DOID:0110298	G71.0	G71	0
DOID:0110299	G71.0	G71	0
DOID:0110303	G71.0	G71	0
DOID:0110304	G71.0	G71	0
DOID:0110305	G71.0	G71	0
DOID:0110306	G71.0	G71	0
DOID:0110329	H35.5	H35	5
DOID:0110330	H35.5	H35	5
DOID:0110331	H35.5	H35	5
DOID:0110332	H35.5	H35	5
DOID:0110333	H35.5	H35	5
DOID:0110335	Q78.0	Q78	0
DOID:0110336	Q78.0	Q78	0
DOID:0110337	Q78.0	Q78	0
DOID:0110338	Q78.0	Q78	0
DOID:0110339	Q78.0	Q78	0
DOID:0110340	Q78.0	Q78	0
DOID:0110341	Q78.0	Q78	0
DOID:0110342	Q78.0	Q78	0
DOID:0110343	Q78.0	Q78	0
DOID:0110344	Q78.0	Q78	0
DOID:0110345	Q78.0	Q78	0
DOID:0110346	Q78.0	Q78	0
DOID:0110347	Q78.0	Q78	0
DOID:0110348	Q78.0	Q78	0
DOID:0110349	Q78.0	Q78	0
DOID:0110350	Q78.0	Q78	0
DOID:0110351	Q78.0	Q78	0
DOID:0110352	H35.5	H35	5
DOID:0110353	H35.5	H35	5
DOID:0110354	H35.5	H35	5
DOID:0110355	H35.5	H35	5
DOID:0110356	H35.5	H35	5
DOID:0110357	H35.5	H35	5
DOID:0110358	H35.5	H35	5
DOID:0110359	H35.5	H35	5
DOID:0110360	H35.5	H35	5
DOID:0110361	H35.5	H35	5
DOID:0110362	H35.5	H35	5
DOID:0110363	H35.5	H35	5
DOID:0110364	H35.5	H35	5
DOID:0110365	H35.5	H35	5
DOID:0110366	H35.5	H35	5
DOID:0110367	H35.5	H35	5
DOID:0110368	H35.5	H35	5
DOID:0110369	H35.5	H35	5
DOID:0110370	H35.5	H35	5
DOID:0110371	H35.5	H35	5
DOID:0110372	H35.5	H35	5
DOID:0110373	H35.5	H35	5
DOID:0110374	H35.5	H35	5
DOID:0110375	H35.5	H35	5
DOID:0110376	H35.5	H35	5
DOID:0110377	H35.5	H35	5
DOID:0110378	H35.5	H35	5
DOID:0110379	H35.5	H35	5
DOID:0110380	H35.5	H35	5
DOID:0110381	H35.5	H35	5
DOID:0110382	H35.5	H35	5
DOID:0110383	H35.5	H35	5
DOID:0110384	H35.5	H35	5
DOID:0110385	H35.5	H35	5
DOID:0110386	H35.5	H35	5
DOID:0110387	H35.5	H35	5
DOID:0110388	H35.5	H35	5
DOID:0110389	H35.5	H35	5
DOID:0110390	H35.5	H35	5
DOID:0110391	H35.5	H35	5
DOID:0110392	H35.5	H35	5
DOID:0110393	H35.5	H35	5
DOID:0110394	H35.5	H35	5
DOID:0110395	H35.5	H35	5
DOID:0110396	H35.5	H35	5
DOID:0110397	H35.5	H35	5
DOID:0110398	H35.5	H35	5
DOID:0110399	H35.5	H35	5
DOID:0110400	H35.5	H35	5
DOID:0110401	H35.5	H35	5
DOID:0110402	H35.5	H35	5
DOID:0110403	H35.5	H35	5
DOID:0110404	H35.5	H35	5
DOID:0110405	H35.5	H35	5
DOID:0110406	H35.5	H35	5
DOID:0110407	H35.5	H35	5
DOID:0110408	H35.5	H35	5
DOID:0110409	H35.5	H35	5
DOID:0110410	H35.5	H35	5
DOID:0110411	H35.5	H35	5
DOID:0110412	H35.5	H35	5
DOID:0110413	H35.5	H35	5
DOID:0110414	H35.5	H35	5
DOID:0110415	H35.5	H35	5
DOID:0110416	H35.5	H35	5
DOID:0110417	H35.5	H35	5
DOID:0110418	H35.5	H35	5
DOID:0110419	H35.5	H35	5
DOID:0110420	H35.5	H35	5
DOID:0110421	H35.5	H35	5
DOID:0110422	H35.5	H35	5
DOID:0110423	I42.0	I42	0
DOID:0110424	I42.0	I42	0
DOID:0110426	I42.0	I42	0
DOID:0110427	I42.0	I42	0
DOID:0110428	I42.0	I42	0
DOID:0110429	I42.0	I42	0
DOID:0110430	I42.0	I42	0
DOID:0110431	I42.0	I42	0
DOID:0110432	I42.0	I42	0
DOID:0110433	I42.0	I42	0
DOID:0110434	I42.0	I42	0
DOID:0110435	I42.0	I42	0
DOID:0110436	I42.0	I42	0
DOID:0110437	I42.0	I42	0
DOID:0110438	I42.0	I42	0
DOID:0110439	I42.0	I42	0
DOID:0110441	I42.0	I42	0
DOID:0110442	I42.0	I42	0
DOID:0110443	I42.0	I42	0
DOID:0110444	I42.0	I42	0
DOID:0110445	I42.0	I42	0
DOID:0110446	I42.0	I42	0
DOID:0110447	I42.0	I42	0
DOID:0110448	I42.0	I42	0
DOID:0110449	I42.0	I42	0
DOID:0110450	I42.0	I42	0
DOID:0110451	I42.0	I42	0
DOID:0110452	I42.0	I42	0
DOID:0110453	I42.0	I42	0
DOID:0110454	I42.0	I42	0
DOID:0110455	I42.0	I42	0
DOID:0110456	I42.0	I42	0
DOID:0110457	I42.0	I42	0
DOID:0110458	I42.0	I42	0
DOID:0110459	I42.0	I42	0
DOID:0110460	I42.0	I42	0
DOID:0110461	I42.0	I42	0
DOID:0110462	H90.3	H90	3
DOID:0110463	H90.3	H90	3
DOID:0110464	H90.3	H90	3
DOID:0110465	H90.3	H90	3
DOID:0110467	H90.3	H90	3
DOID:0110468	H90.3	H90	3
DOID:0110469	H90.3	H90	3
DOID:0110470	H90.3	H90	3
DOID:0110471	H90.3	H90	3
DOID:0110472	H90.3	H90	3
DOID:0110473	H90.3	H90	3
DOID:0110474	H90.3	H90	3
DOID:0110475	H90.3	H90	3
DOID:0110476	H90.3	H90	3
DOID:0110477	H90.3	H90	3
DOID:0110478	H90.3	H90	3
DOID:0110479	H90.3	H90	3
DOID:0110480	H90.3	H90	3
DOID:0110481	H90.3	H90	3
DOID:0110482	H90.3	H90	3
DOID:0110483	H90.3	H90	3
DOID:0110484	H90.3	H90	3
DOID:0110485	H90.3	H90	3
DOID:0110486	H90.3	H90	3
DOID:0110487	H90.3	H90	3
DOID:0110488	H90.3	H90	3
DOID:0110489	H90.3	H90	3
DOID:0110490	H90.3	H90	3
DOID:0110491	H90.3	H90	3
DOID:0110492	H90.3	H90	3
DOID:0110493	H90.3	H90	3
DOID:0110494	H90.3	H90	3
DOID:0110495	H90.3	H90	3
DOID:0110496	H90.3	H90	3
DOID:0110497	H90.3	H90	3
DOID:0110498	H90.3	H90	3
DOID:0110499	H90.3	H90	3
DOID:0110500	H90.3	H90	3
DOID:0110501	H90.3	H90	3
DOID:0110502	H90.3	H90	3
DOID:0110503	H90.3	H90	3
DOID:0110504	H90.3	H90	3
DOID:0110505	H90.3	H90	3
DOID:0110506	H90.3	H90	3
DOID:0110507	H90.3	H90	3
DOID:0110508	H90.3	H90	3
DOID:0110509	H90.3	H90	3
DOID:0110510	H90.3	H90	3
DOID:0110511	H90.3	H90	3
DOID:0110512	H90.3	H90	3
DOID:0110513	H90.3	H90	3
DOID:0110514	H90.3	H90	3
DOID:0110515	H90.3	H90	3
DOID:0110516	H90.3	H90	3
DOID:0110517	H90.3	H90	3
DOID:0110518	H90.3	H90	3
DOID:0110519	H90.3	H90	3
DOID:0110520	H90.3	H90	3
DOID:0110521	H90.3	H90	3
DOID:0110522	H90.3	H90	3
DOID:0110523	H90.3	H90	3
DOID:0110524	H90.3	H90	3
DOID:0110525	H90.3	H90	3
DOID:0110526	H90.3	H90	3
DOID:0110527	H90.3	H90	3
DOID:0110528	H90.3	H90	3
DOID:0110529	H90.3	H90	3
DOID:0110530	H90.3	H90	3
DOID:0110531	H90.3	H90	3
DOID:0110532	H90.3	H90	3
DOID:0110533	H90.3	H90	3
DOID:0110534	H90.3	H90	3
DOID:0110535	H90.3	H90	3
DOID:0110536	H90.3	H90	3
DOID:0110537	H90.3	H90	3
DOID:0110538	H90.3	H90	3
DOID:0110539	H90.3	H90	3
DOID:0110540	H90.3	H90	3
DOID:0110541	H90.3	H90	3
DOID:0110542	H90.3	H90	3
DOID:0110543	H90.3	H90	3
DOID:0110544	H90.3	H90	3
DOID:0110545	H90.3	H90	3
DOID:0110546	H90.3	H90	3
DOID:0110547	H90.3	H90	3
DOID:0110548	H90.3	H90	3
DOID:0110549	H90.3	H90	3
DOID:0110550	H90.3	H90	3
DOID:0110551	H90.3	H90	3
DOID:0110552	H90.3	H90	3
DOID:0110553	H90.3	H90	3
DOID:0110554	H90.3	H90	3
DOID:0110555	H90.3	H90	3
DOID:0110556	H90.3	H90	3
DOID:0110557	H90.3	H90	3
DOID:0110558	H90.3	H90	3
DOID:0110559	H90.3	H90	3
DOID:0110560	H90.3	H90	3
DOID:0110561	H90.3	H90	3
DOID:0110562	H90.3	H90	3
DOID:0110563	H90.3	H90	3
DOID:0110564	H90.3	H90	3
DOID:0110565	H90.3	H90	3
DOID:0110566	H90.3	H90	3
DOID:0110567	H90.3	H90	3
DOID:0110568	H90.3	H90	3
DOID:0110569	H90.3	H90	3
DOID:0110570	H90.3	H90	3
DOID:0110571	H90.3	H90	3
DOID:0110572	H90.3	H90	3
DOID:0110573	H90.3	H90	3
DOID:0110574	H90.3	H90	3
DOID:0110575	H90.3	H90	3
DOID:0110576	H90.3	H90	3
DOID:0110577	H90.3	H90	3
DOID:0110579	H90.3	H90	3
DOID:0110580	H90.3	H90	3
DOID:0110581	H90.3	H90	3
DOID:0110582	H90.3	H90	3
DOID:0110583	H90.3	H90	3
DOID:0110584	H90.3	H90	3
DOID:0110585	H90.3	H90	3
DOID:0110586	H90.3	H90	3
DOID:0110587	H90.3	H90	3
DOID:0110588	H90.3	H90	3
DOID:0110589	H90.3	H90	3
DOID:0110590	H90.3	H90	3
DOID:0110591	H90.3	H90	3
DOID:0110592	H90.3	H90	3
DOID:0110593	H90.3	H90	3
DOID:0110594	Q34.8	Q34	8
DOID:0110595	Q87.8	Q87	8
DOID:0110596	Q34.8	Q34	8
DOID:0110597	Q34.8	Q34	8
DOID:0110598	Q34.8	Q34	8
DOID:0110599	Q34.8	Q34	8
DOID:0110600	Q34.8	Q34	8
DOID:0110601	Q34.8	Q34	8
DOID:0110602	Q34.8	Q34	8
DOID:0110603	Q34.8	Q34	8
DOID:0110604	Q34.8	Q34	8
DOID:0110605	Q34.8	Q34	8
DOID:0110606	Q34.8	Q34	8
DOID:0110607	Q34.8	Q34	8
DOID:0110608	Q34.8	Q34	8
DOID:0110609	Q34.8	Q34	8
DOID:0110611	Q34.8	Q34	8
DOID:0110612	Q34.8	Q34	8
DOID:0110613	Q34.8	Q34	8
DOID:0110614	Q34.8	Q34	8
DOID:0110615	Q34.8	Q34	8
DOID:0110616	Q34.8	Q34	8
DOID:0110617	Q34.8	Q34	8
DOID:0110618	Q34.8	Q34	8
DOID:0110619	Q34.8	Q34	8
DOID:0110621	Q34.8	Q34	8
DOID:0110622	Q34.8	Q34	8
DOID:0110623	Q34.8	Q34	8
DOID:0110624	Q34.8	Q34	8
DOID:0110625	Q34.8	Q34	8
DOID:0110626	Q34.8	Q34	8
DOID:0110627	Q34.8	Q34	8
DOID:0110628	Q34.8	Q34	8
DOID:0110629	E13.8	E13	8
DOID:0110630	E13.8	E13	8
DOID:0110632	G71.2	G71	2
DOID:0110633	G71.2	G71	2
DOID:0110633	G71.8	G71	8
DOID:0110634	G71.2	G71	2
DOID:0110635	G71.2	G71	2
DOID:0110637	G71.2	G71	2
DOID:0110639	G71.2	G71	2
